"y" "norm_noise01" "norm_noise02" "norm_noise03" "norm_noise04" "norm_noise05" "norm_noise06" "norm_noise07" "norm_noise08" "norm_noise09" "norm_noise10" "diff_distrib01" "diff_distrib02" "biDistrib"
"15" "A" 3.17299474863083 2.35069623945536 -4.11503626616588 0.153335076302484 2.93767460394401 1.52834303379856 -3.92133673074279 -3.8247411856083 4.05823763949504 2.73157334829058 5.62131562177654 4.60119962050276 2.1612892557387
"16" "A" -2.18076676459342 0.0666779483883881 -5.55161081698239 -3.16369768323055 11.5076314699422 -1.01396855299495 -2.32056378785398 -12.3372063321123 1.53928347690928 3.39626674696648 9.5432279938215 4.12661027951144 1.3983627156286
"17" "A" -12.4162443702295 -0.572881816841988 -5.68721183386725 -6.05557651004887 6.02719590565349 -2.40890595222756 -4.34635362535855 -6.33458486139319 0.767094283485786 1.95690266423556 8.8874498063239 5.02297997490058 1.36235215763554
"18" "A" -1.33556386003813 -1.10664135786548 -3.6976950849003 -1.847613675598 5.43950767722229 -1.41028478015841 -7.53987698963282 -5.36003095281757 1.29955088912579 2.25404726118237 6.14807920032856 2.77090140080823 0.147474329685498
"19" "A" -6.2120565840582 2.38732709587456 -0.36115077830712 -12.8188646861321 9.64579035015471 1.87671370156771 -2.03339099019569 -4.13041196792379 -2.23586995683302 4.58801700226838 6.97724375515115 5.25253748528391 2.95366787989804
"20" "A" -8.68335694820683 -0.87207046314894 1.01567512017316 -4.2388651356873 2.3386835848223 0.542136684233988 -4.36939943185574 -5.5984962195788 -0.609004681314846 2.49319727728381 1.69802183531966 4.54559838459662 0.835729167902845
"21" "A" -5.15374749065825 0.526150410093547 -0.110334467325516 -9.31810764200099 3.32286226680462 2.16515409721723 -8.11053441815387 -9.21451117371362 -1.25788992966939 2.24638359609679 5.81830593942287 5.22628637335924 -0.824897584178333
"22" "A" -8.5096723481701 1.24364195971812 -3.10897593786705 -4.14049598945657 13.7758530163781 -0.429232024468359 -9.0944120740453 -2.47390774842393 4.68826978770697 0.687162073552753 2.36540178560514 3.4773440374846 0.796143528607504
"23" "A" -7.27569562371948 7.66975150729616 -1.92377019991576 -7.33533791470576 5.01670798266445 0.21175978004958 1.43935184470902 0.475534798357861 0.754141347233078 2.05705935542325 3.73169769107657 3.4283879665044 -0.934444070732051
"24" "A" -6.8443755241554 0.0322702976146862 -4.06333624072078 -4.35840698006535 10.9719700392939 -2.07806837801037 -6.94342176674411 -2.88631822162125 4.05738474236783 1.82874415481144 7.56727645861576 3.82565805718058 0.689489884213327
"25" "A" -11.253658903358 2.74762542028182 -4.09866702288127 -1.34382695034048 -0.304268658639629 0.672914496947322 -10.5117081101932 -13.9617248117145 5.78912467132765 2.04290118441992 1.86327198695996 3.73576378585815 0.577772996810381
"26" "A" -0.768935234679899 2.26588398942081 0.385299648735991 -7.04307801379436 4.27655409373584 -1.95486241434462 -3.26996047014909 -0.85381987352825 1.72014763615378 1.46812467272545 5.72689498841731 6.22741967494763 12.3636593808068
"27" "A" -3.61145721395299 -0.916081154333161 -4.93387965583429 -2.70814745293213 6.36488561679807 -4.1158667701888 -3.94607380582728 -6.56096662451991 2.85312383099616 1.35467293936365 6.17114415394789 6.56505319654707 13.018992371475
"28" "A" -8.97538330365887 1.80910329679868 3.3822554786786 -12.1737742738153 6.07716738302801 -0.455481072673341 -8.99069008313064 -4.2831367642399 -1.99398612148635 1.32008891419735 5.14340324180686 4.47239458295463 9.54779007019769
"29" "A" 0.958920288264189 6.44781191637433 -2.34384632324114 -10.1706693730719 1.28460846372868 3.84145861231779 -10.7766152437056 -3.90235914514531 0.226924619521744 1.83569155558552 10.0073697813296 4.22884547488857 12.6122177367501
"30" "A" -2.47724963253803 3.40897060982476 -1.49048360307904 -0.555593797619612 5.04654996381035 1.13512840036211 -5.23910905290283 -6.72026655503456 2.31084286359742 3.44750605375698 2.17852924599662 4.26488487036097 13.8486462193375
"31" "A" -5.4739465419633 2.15349216377334 -4.15831690785306 -5.45503627221925 1.02111947353229 1.99633026941732 -1.43245474279763 -6.6362731531411 2.88934829008009 3.12257813289725 6.66048717988249 4.74497487263006 9.43171199031471
"32" "A" -0.5307953145854 0.734423973877162 -3.69885734616047 -15.8801792845786 7.59187859987144 0.0902178799155704 -2.95812593953384 -2.345342130553 0.368105856787645 1.68753907208825 4.74751434214185 4.77832620697566 9.69519126700133
"33" "A" -0.601367558664764 -4.25586612796565 -5.77762746245784 -12.9272656313322 8.95759068046764 -2.19649225447294 -6.38087878458945 -3.55118412797366 8.57210215722107 0.337152818412706 4.27440001312668 5.01112963258777 12.3015567263074
"34" "A" -0.836242172516994 5.48934091872686 -2.60306938312438 -7.9358839898178 -3.19109527500648 -1.23606713228478 -7.41538152340497 -2.45863105380653 1.08508727137438 1.19399657289914 6.26956196819825 3.76145210038584 11.3660959398879
"35" "A" -1.38837474828591 -2.44241778076157 -0.91820310725688 -3.35941234301472 9.51154576124905 -1.40390963453451 -4.06479805912409 3.00163614826223 2.3299667217546 1.58795089500746 2.18388713203123 3.64064773785159 12.0975499208886
"36" "A" -1.94790742038347 4.29164188920837 -1.18322687571553 -7.51152660176879 0.420528186417783 -1.86590607960251 -4.40952056540014 -3.73618812471407 3.72470469012829 2.15969931773772 1.37734288422681 6.10449997058351 13.8093685890951
"37" "A" -4.5055825856514 7.86939845089984 -4.27870751866742 -4.39605181291913 6.64511593166165 0.906443758789125 -2.97756480930381 -5.52809975032023 2.11496805606419 1.37932761923054 3.63134336636247 4.0001879232921 11.7741662391528
"38" "A" -5.5191800175686 -2.3911702449471 -4.29854127532334 -2.95939185070602 7.39807046096875 -3.58827583150997 -6.08640020876468 -15.0084911031673 0.644007118068816 4.09782630210737 9.81352505579451 5.02681375484731 13.1034025403507
"39" "A" -5.82862957446213 4.17485803422554 -3.49678246084322 0.0959194688349223 4.24214983053388 1.28983925556821 -2.16014343324173 4.21230912218576 4.6667928142202 1.77686362353405 5.14575036352432 4.59284210603966 12.2458109246744
"40" "A" -7.133720892875 1.22495902429845 2.09676507432428 -6.83399834444244 2.60792754052712 1.28460677781636 -7.40514503541174 -8.23363370248886 6.02506657152796 0.817826029306042 5.90445878191035 3.50690249551814 11.8672407796177
"41" "A" -5.1119759075687 -2.78363354955575 -5.27457441415924 -7.29740641971909 5.58267850361788 -3.5912514382825 -5.8885848057001 2.96951757118724 2.10621364424483 1.9102846096016 4.46976929708606 5.37399496856884 11.7721688763688
"42" "A" -9.50391971832846 -2.60774860866929 -2.59222582048845 -14.5972716678637 6.58656839904065 0.753568361125989 -2.64075644246363 -4.87230828857985 3.51622697538607 1.03023803549832 6.28718041464204 4.87018016972589 13.5826466089162
"43" "A" 4.75970287194211 -2.87357660868368 3.23408729575434 -6.64815708987675 8.2180744390039 4.98639498185029 -1.88543607070391 -0.309410187333433 1.94491251895197 2.21318523171593 2.37302381202266 6.34884596526176 8.99548025257869
"44" "A" 0.768482987536423 0.40267743210814 -2.37367272070087 -9.52809285056235 -2.55737031567068 -2.07513396242877 -10.7631198664369 -6.77133117010478 4.5980729288038 2.2920915131918 8.1791176377574 4.80310408867619 8.78963454168501
"45" "A" -8.91296723591194 -2.44583138646372 -5.89750242857315 -11.2537069169155 -1.03057217733404 1.2391089801025 -4.56158965328279 -4.3358452516376 -0.576972739318141 2.41629384199137 6.60152047707055 4.26186296330775 12.1838920067944
"46" "A" -5.92171917144157 4.13242164430707 -3.95185202706454 -7.84631301211874 10.2262365638982 -2.60694266290373 -3.04102245152485 -5.50231377805356 7.70508076353935 0.402391984079817 2.77272231286018 4.99697860639271 10.7606206717338
"47" "A" -6.18657219810505 8.45389759935943 -0.732118421615032 -2.71937006870667 8.81757257238703 1.86740736653521 -9.28471546111162 -7.07091595681487 0.739370596196687 2.27893095546264 5.1424159479002 3.23237686374304 11.1480104233699
"48" "A" -1.00908244616517 -1.911151776657 -3.14241410891351 -15.6249826844988 6.57361222998283 -0.167502788829245 -3.42951986361452 -6.81321834795646 -1.29794161293547 2.37032416005892 6.96378754712581 3.65391020009878 12.4825547543428
"49" "A" -4.59469971692714 4.43788906201753 -3.66383271829467 -8.90775853038642 7.60096353865848 3.14667148322077 -7.39715018391987 -2.37013188827585 1.34107932405552 0.606842798423722 6.52728084315017 5.27661050529097 12.5065900956982
"50" "A" -3.19636194157272 4.3806752230116 -3.05371935746283 -6.57388347001567 8.3424040372501 -4.20664663723742 -1.79363791458774 -7.13105001289118 2.52639281230463 3.02712931566706 9.07090756873106 4.25996425052837 10.4746589932764
"51" "B" -4.36701056822298 3.04389391297147 -1.83770370445527 -10.9069960194892 -4.79122162628047 -0.879277579044729 -3.25412793399697 -14.3303976992533 6.04430280276678 2.85277842616408 -6.67936063408585 -4.27418909405346 4.6874561310029
"52" "B" -4.42650006136531 -1.05843780686593 2.38353881745958 -5.64162486630089 9.05119735006352 -2.00353563126915 -2.55515356305301 -7.10921584322281 4.34738489965204 4.39616555940001 -1.9203988049139 -5.30367737486223 5.07359860900787
"53" "B" 1.43565752198162 1.66177533923058 -2.33893516027765 -5.30896671530939 3.19568110174033 -1.22430520759274 -4.52057668909917 -4.22481064255471 2.51626946479631 2.21374260141555 -2.1394455908667 -7.9349964855938 6.06301778929474
"54" "B" -5.18612629288463 1.16927145236152 0.934361870665939 -7.21611269090809 5.82235075014542 -2.24618171407705 -2.26838511323223 -3.92422711694546 -1.13271657619328 2.10174575599155 -5.43946468362466 -3.38170072010452 5.426020486679
"55" "B" 2.04978726780734 3.75012943568331 -0.325409630318122 -17.6552063544413 3.89246293221028 -2.72901016729288 -0.701504161228436 -3.92378759822152 0.114097204456805 2.15251713451383 -7.67825497708221 -2.58778207481252 6.43300751082319
"56" "B" -10.6807615581687 0.887607639514179 -2.40912474303541 3.95943265944254 8.17645811156569 0.609924924880475 1.07414847748721 -12.9754665406706 1.78800866877158 2.12520308790663 -7.98985923173521 -6.53109060485525 4.99236312958003
"57" "B" -1.82041976351495 5.01696925369015 -6.38193733655506 -7.95527117639132 3.69676826825268 -3.32877814009509 -4.97261734461384 -4.89544654092817 8.25808480296721 0.171599626128545 -3.73233376122306 -1.20158764145991 6.12566760522075
"58" "B" -3.73405560778623 0.88105255370968 -3.54973959173598 -4.2801734065263 6.87905728559499 2.74983669253109 -11.7045420780097 -2.54646740469466 -2.25399826797236 0.352214870079388 -5.18803013140577 -3.31184923767393 5.88300231101725
"59" "B" -3.35159663837708 5.24873678104367 -3.46227305838303 -5.89966253572613 3.54182460624021 -3.56190380850574 -4.79096649235259 -1.3360603996411 4.87104132284064 1.97518218685509 -0.0957584340415707 -1.47230635310487 5.61208346090007
"60" "B" -2.67172309924045 -1.18329187747077 -1.95902766161218 -2.67761964146912 0.964715593561206 -0.519098264256887 -4.26337830465204 -7.22319951638059 0.921105062314025 1.46237077542192 -3.51944539130928 -5.8934513833829 5.41470070677846
"61" "B" -6.33470968157673 -1.82891037324246 1.54850623962836 -3.56588880617365 9.41727492170665 0.501823911162499 -5.35746749681829 -7.60324144336054 6.14522465243674 2.1098962959643 -6.01595325663987 -3.73183207604492 4.72011760285748
"62" "B" -5.63233334803473 11.9452821092313 4.32778663042825 -7.97455397418041 7.69537625383517 0.628865469344448 -3.1637691804123 -0.507769413397525 -0.536559034798661 -0.0959797380514615 -7.8148087956713 -4.24494107092003 4.89096249083077
"63" "B" -8.47881780197465 0.751680731622344 2.24098145953122 -5.45169025563007 11.3048672228836 -1.47127274199042 -1.82266469724418 -12.88068876899 2.51904394882493 0.527822553759489 -6.5951804611063 -2.57457346732489 5.22939549570847
"64" "B" -8.69983493580055 2.93992641156713 -2.46374032075636 -11.1309848219487 5.21500910197458 -0.570100996779403 -6.45680278753144 -8.05388040758694 -0.442116033907406 0.932360380526016 -4.04856196010416 -5.16010228392367 5.04888889067929
"65" "B" -2.98782820901042 3.97529341591274 -7.00791175776726 -3.39741397207563 9.10524874257716 1.5141532615714 -5.77808843370898 -4.54759891474159 4.32906007785049 3.05838774224575 -6.23335190983841 -4.07201124512074 5.94322446838622
"66" "B" -2.38693553787946 0.546888278973447 -3.17929927697858 -9.0526142178332 12.2267536136331 -4.20072592050614 -3.68047793589651 -12.6840471641432 5.7112089291001 0.935408998974006 -3.57698874415199 -7.47336419626425 4.89068287681357
"67" "B" -4.02831135424967 3.60897383465499 -1.84131307311301 3.29570039269552 3.94266037029775 -2.60585029924042 -6.55454240935634 -5.24483961953049 6.82343323577172 1.23989694402856 -5.91245032867892 -5.5481370555851 4.92962307841217
"68" "B" -0.418069404898565 3.15638984650877 0.274345979126525 -14.1587942999697 0.119884962402834 -0.000675883670793742 -4.60986034185428 1.02141962416289 4.07677560959893 2.13549701812117 -5.28279842490675 -3.8121219952846 4.51568091243434
"69" "B" 4.26600423121775 1.36822455544662 0.603295035212153 -9.06526758061205 4.09730311318272 -1.80937067587044 -10.8334595122917 -6.35710689949403 6.56748301004877 1.72545417369613 -7.00280892445627 -5.4110107525576 4.86166367145667
"70" "B" -6.28781032302556 2.22711896602606 -0.17549706387107 -3.53276150646502 4.19020621103529 2.48030694634962 -8.28151667178869 -7.43293038869913 5.14584338438182 2.20326716460432 0.250860948595327 -4.13638528828719 4.93123435769616
"71" "B" -13.8389372062471 1.92306467216711 -5.99668864248217 -4.8854466201331 5.53261015589826 0.833372547919177 -8.91163194867074 -4.47918353444779 1.86282529322306 4.40170851988601 -4.07681825599625 -4.9525210076975 2.68626422610058
"72" "B" -0.0713956980563655 8.54063042257306 0.287306437484356 -9.60374508873181 11.2609773648109 -0.587439585384535 -7.47430018816159 -7.43535397420053 3.31321440697772 0.90881390599933 -4.35751375729943 -2.88532399471568 3.63516830278568
"73" "B" -7.19391677290756 -0.241262086614531 -3.34103021579796 -11.3514149917961 3.77872659507665 -4.3219653262124 -6.98829219756541 -3.15205945240769 -0.138284203857563 1.74304940746635 -9.648680489433 -1.80531768866608 4.92751309004804
"74" "B" -7.1059011163383 -1.32656438155223 -1.60171336312705 -6.45443243601505 6.34499393746189 -0.696328762070025 -3.72757859395589 -2.79513505581049 1.73580323619524 1.52786428059338 -3.17636808121529 -5.63445162264751 4.7347162251355
"75" "B" 0.0109744821731699 2.1429515143537 -1.88233842242518 -7.13575008420785 4.14012939100983 -1.50594689007895 -1.90925945620666 -6.33063286812712 5.08519884417821 3.5944284462015 -7.80952818772963 -4.64309343346642 3.79913067179256
"76" "B" -5.43117470013507 2.97742253175921 -0.892494155355406 -14.7562221171257 5.05092319452749 -0.9999431329579 -7.0916027810602 -10.9546833988848 3.46624635399087 1.27047958681277 -7.44595200116354 -1.28359703611068 3.00846182395698
"77" "B" -9.31835947575211 3.36312827154252 -2.02195236123886 -6.92610471801439 6.1286254108684 -3.55091867360484 -7.90845771108452 -11.5095793092323 3.26633815007701 1.97055040457561 -2.46477894687045 -8.2816293168472 4.64563078008657
"78" "B" -3.49545626111822 0.624662097653139 -6.75863568041399 -6.25810536822125 9.85115058656106 0.420673865332007 -8.04442023243531 -8.66617123706855 -0.295817824493585 2.8557957820721 -6.23821236066794 -4.66771316691128 5.65349576569428
"79" "B" -4.8252960570647 -1.22658988948295 -0.0294159955471645 -6.32463066117985 5.42116411885599 -3.21384312171265 -6.14336449688068 -3.21486911920436 0.737031577679745 0.976044052631081 -9.80420908857801 -0.0816869906267401 6.77323863192756
"80" "B" -4.22450966222169 5.89281136242191 -1.01045341246342 -11.6012993608338 7.5923887887048 -1.29275221942579 -5.61115492171005 -14.0187882496276 0.355700986360785 3.73984111956528 -0.12107505221885 0.166190196937308 4.96154320629066
"81" "B" -2.64829512120644 0.957342755795947 -2.83463748748131 -5.03133304695307 7.8347108144977 0.14356768625817 -3.42044980777345 -13.7369658094372 3.11851178745733 2.74237135534259 -11.5354621539475 -3.75142204370033 6.49318484062772
"82" "B" -5.78788245556301 -0.621257757473357 -1.76031152908191 -1.15909419435453 8.33358864640343 -2.61004848015083 -5.86063478156847 -8.90448310616589 -0.182381963045958 0.960140082734796 -3.4157587614522 -5.71351092981095 5.08302215763597
"83" "B" -1.57221167956108 1.3042709427841 -1.71582051035596 -5.11670794288824 2.86750742398687 0.620015793611876 -11.1874834583296 -4.79486876873524 3.51568876455701 2.5171090124426 -2.19256037418703 -3.73437818220292 5.11553210425956
"84" "B" -5.16417891523874 1.42393283681589 -1.47234292578854 -11.9470208481977 10.9474242377964 -3.86990782306392 -5.16372091170602 -9.92303584946025 -0.482288486397844 1.83691100238142 -6.72884618124638 -5.30802729572245 5.32482531334875
"85" "B" -2.87048592958252 5.42380258553837 2.50205007375882 -8.94365672820636 3.57753270145149 -7.39959256395152 -1.28757765632716 -2.86447883726285 6.53238330192367 2.37315407917929 -3.76948871721712 -1.25848728104749 4.12942275473908
"86" "B" 0.306964722924624 2.28662070965926 -2.70419081565879 -5.58927335243619 4.58757039063433 0.341039424224461 -1.27419521547734 -5.03413109721289 3.27404137013349 1.96251668357892 -3.78368108123249 -5.60364384612068 4.94828178710512
"87" "B" -2.4410448903764 4.33480876595125 -1.62057252579399 -9.85074724810577 10.1295096727047 1.22879265009258 -7.27828177365103 -7.01021875181134 0.507197767510934 3.14440261350242 -2.12822982744882 -3.33539579902523 5.90844769879225
"88" "B" -5.60211535374938 0.499421576651131 1.1795289288177 -16.3325378349018 9.72587144283715 -1.43368638436255 -9.57862640707792 -3.13077863826865 2.75109847483875 0.678141521597607 -3.65991569102329 -2.86047596358608 4.25027421314781
"89" "B" 0.522801801991244 2.68354266630538 0.859851177180246 -3.2801539075623 0.974976047189469 0.433599280061848 2.56507932003213 -4.81850956185223 1.33742216778994 1.52189904953413 -5.66625087748725 -5.50945840637007 4.67839393011204
"90" "B" -0.122208974592945 1.03373702227265 1.11480906015943 -10.6335390803786 1.7711973238048 -3.49030605784679 -5.37892021457408 -8.08957889012524 3.06099303677081 1.80036592273509 -2.47124426520061 -2.41491208675583 3.85222924954075
"91" "B" -1.97083608023172 2.31675136255298 -3.70747698493868 -9.53543115093033 -0.00905430582853661 -1.05856877050327 -5.18196138622399 -5.43504591787018 2.75702183786864 1.03999348705069 -2.7887691435459 -5.49103348464313 5.35435219644936
"92" "B" -3.25694405126924 -0.712603822657676 3.51434673799999 -0.621317486086266 5.64333882252144 -5.34726259787273 -3.61156587781053 -3.80245835775585 -0.238611210248173 0.995023106816041 -7.56993333256628 -2.84049406044912 5.42479978238902
"93" "B" -6.85628201081991 -1.98389403856545 -1.90431307766687 -10.3961137590638 5.58091607159019 2.03397870166872 -9.77950260566946 -4.94429384425958 0.292084589912963 2.03583893157431 -8.84757286108702 -1.94345700606352 5.64834735122408
"94" "B" 1.40264010194387 8.13902496347263 3.13468741536848 -3.4454351131509 6.312362766643 3.63831817128958 -7.09413585045091 -8.92106931441916 2.89055541040184 1.91953875409369 -4.55115049187633 -5.95359554312713 3.7801899684831
"95" "B" -6.74146004524468 3.86555494962912 -5.87248304036066 -12.4837846383452 7.0025861533172 1.78066019144712 -9.55639294698822 -2.98816558203001 6.0810577284937 -0.542191539965239 -5.74628209402077 -1.92166024025607 5.10723503475476
"96" "B" 4.83602672079142 -1.80172463448136 -2.03228535492265 -8.59565404789659 2.76657326125073 -0.822663892424781 -6.98765584295318 -1.82082961104585 4.76042987894424 3.11390801412187 -7.704710644132 -4.99407607084757 4.05594230835015
"97" "B" 2.11682033770761 0.157074141343327 1.40775046851129 -7.38997812442684 1.32842640294102 -0.836807022211415 -4.52624528469937 -5.25798704077166 0.689263675300929 2.30848030777883 -4.76127522380158 -3.48648140840111 4.99961535128398
"98" "B" -5.22736517062761 -1.60039550360224 -4.09313585584304 -12.0888896715132 8.74473472839875 -4.3416087070694 -9.02365804547002 -5.77619007106655 4.14423735174262 4.5149029759015 -8.62521705397235 -3.66441092261246 6.34262392000608
"99" "B" -8.51140196516926 8.75593564542022 -4.19795725729486 -9.79798085283037 7.73267389274885 1.11024061862759 -3.09800358355659 -6.63769200072707 2.06125609535867 2.75198113576667 -4.54853913725415 -4.87418858626011 4.49647471306572
"100" "B" -7.1989247308756 6.04345428510282 -4.71818968329615 -7.19811418218693 -0.563630098718725 -1.25614312429767 -4.00939045978685 2.13315097654099 2.89465225981055 1.59895124953749 -6.71222409721019 -3.53696722952402 5.71668332093883
